x,y
0.0148,0.67044
0.01485,0.67224
0.0149,0.67404
0.01495,0.67584
0.015,0.67763
0.01505,0.67942
0.0151,0.68121
0.01515,0.68299
0.0152,0.68477
0.01525,0.68654
0.0153,0.68831
0.01535,0.69008
0.0154,0.69185
0.01545,0.69361
0.0155,0.69537
0.01555,0.69712
0.0156,0.69887
0.01565,0.70062
0.0157,0.70236
0.01575,0.7041
0.0158,0.70584
0.01585,0.70758
0.0159,0.70931
0.01595,0.71103
0.016,0.71276
0.01605,0.71448
0.0161,0.71619
0.01615,0.71791
0.0162,0.71962
0.01625,0.72132
0.0163,0.72303
0.01635,0.72473
0.0164,0.72642
0.01645,0.72811
0.0165,0.7298
0.01655,0.73149
0.0166,0.73317
0.01665,0.73485
0.0167,0.73652
0.01675,0.73819
0.0168,0.73986
0.01685,0.74153
0.0169,0.74319
0.01695,0.74485
0.017,0.7465
0.01705,0.74815
0.0171,0.7498
0.01715,0.75144
0.0172,0.75308
0.01725,0.75472
0.0173,0.75635
0.01735,0.75798
0.0174,0.75961
0.01745,0.76123
0.0175,0.76285
0.01755,0.76446
0.0176,0.76607
0.01765,0.76768
0.0177,0.76929
0.01775,0.77089
0.0178,0.77249
0.01785,0.77408
0.0179,0.77567
0.01795,0.77726
0.018,0.77884
0.01805,0.78042
0.0181,0.782
0.01815,0.78357
0.0182,0.78514
0.01825,0.78671
0.0183,0.78827
0.01835,0.78983
0.0184,0.79138
0.01845,0.79294
0.0185,0.79448
0.01855,0.79603
0.0186,0.79757
0.01865,0.79911
0.0187,0.80064
0.01875,0.80217
0.0188,0.8037
0.01885,0.80522
0.0189,0.80674
0.01895,0.80826
0.019,0.80977
0.01905,0.81128
0.0191,0.81278
0.01915,0.81428
0.0192,0.81578
0.01925,0.81728
0.0193,0.81877
0.01935,0.82025
0.0194,0.82174
0.01945,0.82322
0.0195,0.82469
0.01955,0.82617
0.0196,0.82764
0.01965,0.8291
0.0197,0.83056
0.01975,0.83202
0.0198,0.83348
0.01985,0.83493
0.0199,0.83638
0.01995,0.83782
0.02,0.83926
0.02005,0.8407
0.0201,0.84213
0.02015,0.84356
0.0202,0.84499
0.02025,0.84641
0.0203,0.84783
0.02035,0.84924
0.0204,0.85065
0.02045,0.85206
0.0205,0.85347
0.02055,0.85487
0.0206,0.85626
0.02065,0.85766
0.0207,0.85905
0.02075,0.86043
0.0208,0.86181
0.02085,0.86319
0.0209,0.86457
0.02095,0.86594
0.021,0.86731
0.02105,0.86867
0.0211,0.87003
0.02115,0.87139
0.0212,0.87274
0.02125,0.87409
0.0213,0.87544
0.02135,0.87678
0.0214,0.87812
0.02145,0.87945
0.0215,0.88079
0.02155,0.88211
0.0216,0.88344
0.02165,0.88476
0.0217,0.88607
0.02175,0.88739
0.0218,0.8887
0.02185,0.89
0.0219,0.8913
0.02195,0.8926
0.022,0.8939
0.02205,0.89519
0.0221,0.89647
0.02215,0.89776
0.0222,0.89904
0.02225,0.90031
0.0223,0.90159
0.02235,0.90285
0.0224,0.90412
0.02245,0.90538
0.0225,0.90664
0.02255,0.90789
0.0226,0.90914
0.02265,0.91039
0.0227,0.91163
0.02275,0.91287
0.0228,0.91411
0.02285,0.91534
0.0229,0.91657
0.02295,0.91779
0.023,0.91901
0.02305,0.92023
0.0231,0.92144
0.02315,0.92265
0.0232,0.92386
0.02325,0.92506
0.0233,0.92626
0.02335,0.92745
0.0234,0.92865
0.02345,0.92983
0.0235,0.93102
0.02355,0.9322
0.0236,0.93337
0.02365,0.93455
0.0237,0.93571
0.02375,0.93688
0.0238,0.93804
0.02385,0.9392
0.0239,0.94035
0.02395,0.9415
0.024,0.94265
0.02405,0.94379
0.0241,0.94493
0.02415,0.94607
0.0242,0.9472
0.02425,0.94833
0.0243,0.94945
0.02435,0.95057
0.0244,0.95169
0.02445,0.9528
0.0245,0.95391
0.02455,0.95501
0.0246,0.95612
0.02465,0.95721
0.0247,0.95831
0.02475,0.9594
0.0248,0.96048
0.02485,0.96157
0.0249,0.96265
0.02495,0.96372
0.025,0.96479
0.02505,0.96586
0.0251,0.96693
0.02515,0.96799
0.0252,0.96904
0.02525,0.9701
0.0253,0.97115
0.02535,0.97219
0.0254,0.97323
0.02545,0.97427
0.0255,0.97531
0.02555,0.97634
0.0256,0.97736
0.02565,0.97839
0.0257,0.9794
0.02575,0.98042
0.0258,0.98143
0.02585,0.98244
0.0259,0.98344
0.02595,0.98444
0.026,0.98544
0.02605,0.98643
0.0261,0.98742
0.02615,0.98841
0.0262,0.98939
0.02625,0.99037
0.0263,0.99134
0.02635,0.99231
0.0264,0.99328
0.02645,0.99424
0.0265,0.9952
0.02655,0.99616
0.0266,0.99711
0.02665,0.99805
0.0267,0.999
0.02675,0.99994
0.0268,1.00087
0.02685,1.00181
0.0269,1.00274
0.02695,1.00366
0.027,1.00458
0.02705,1.0055
0.0271,1.00641
0.02715,1.00732
0.0272,1.00823
0.02725,1.00913
0.0273,1.01003
0.02735,1.01092
0.0274,1.01182
0.02745,1.0127
0.0275,1.01359
0.02755,1.01447
0.0276,1.01534
0.02765,1.01621
0.0277,1.01708
0.02775,1.01795
0.0278,1.01881
0.02785,1.01966
0.0279,1.02052
0.02795,1.02137
0.028,1.02221
0.02805,1.02305
0.0281,1.02389
0.02815,1.02473
0.0282,1.02556
0.02825,1.02638
0.0283,1.02721
0.02835,1.02803
0.0284,1.02884
0.02845,1.02965
0.0285,1.03046
0.02855,1.03126
0.0286,1.03206
0.02865,1.03286
0.0287,1.03365
0.02875,1.03444
0.0288,1.03523
0.02885,1.03601
0.0289,1.03678
0.02895,1.03756
0.029,1.03833
0.02905,1.03909
0.0291,1.03986
0.02915,1.04061
0.0292,1.04137
0.02925,1.04212
0.0293,1.04287
0.02935,1.04361
0.0294,1.04435
0.02945,1.04508
0.0295,1.04582
0.02955,1.04654
0.0296,1.04727
0.02965,1.04799
0.0297,1.04871
0.02975,1.04942
0.0298,1.05013
0.02985,1.05083
0.0299,1.05153
0.02995,1.05223
0.03,1.05292
0.03005,1.05361
0.0301,1.0543
0.03015,1.05498
0.0302,1.05566
0.03025,1.05634
0.0303,1.05701
0.03035,1.05767
0.0304,1.05834
0.03045,1.059
0.0305,1.05965
0.03055,1.06031
0.0306,1.06095
0.03065,1.0616
0.0307,1.06224
0.03075,1.06288
0.0308,1.06351
0.03085,1.06414
0.0309,1.06476
0.03095,1.06538
0.031,1.066
0.03105,1.06662
0.0311,1.06723
0.03115,1.06783
0.0312,1.06843
0.03125,1.06903
0.0313,1.06963
0.03135,1.07022
0.0314,1.07081
0.03145,1.07139
0.0315,1.07197
0.03155,1.07255
0.0316,1.07312
0.03165,1.07369
0.0317,1.07425
0.03175,1.07481
0.0318,1.07537
0.03185,1.07592
0.0319,1.07647
0.03195,1.07702
0.032,1.07756
0.03205,1.0781
0.0321,1.07863
0.03215,1.07916
0.0322,1.07969
0.03225,1.08021
0.0323,1.08073
0.03235,1.08124
0.0324,1.08175
0.03245,1.08226
0.0325,1.08277
0.03255,1.08327
0.0326,1.08376
0.03265,1.08425
0.0327,1.08474
0.03275,1.08523
0.0328,1.08571
0.03285,1.08619
0.0329,1.08666
0.03295,1.08713
0.033,1.08759
0.03305,1.08806
0.0331,1.08851
0.03315,1.08897
0.0332,1.08942
0.03325,1.08987
0.0333,1.09031
0.03335,1.09075
0.0334,1.09118
0.03345,1.09162
0.0335,1.09204
0.03355,1.09247
0.0336,1.09289
0.03365,1.0933
0.0337,1.09372
0.03375,1.09413
0.0338,1.09453
0.03385,1.09493
0.0339,1.09533
0.03395,1.09572
0.034,1.09611
0.03405,1.0965
0.0341,1.09688
0.03415,1.09726
0.0342,1.09763
0.03425,1.09801
0.0343,1.09837
0.03435,1.09874
0.0344,1.0991
0.03445,1.09945
0.0345,1.0998
0.03455,1.10015
0.0346,1.1005
0.03465,1.10084
0.0347,1.10117
0.03475,1.10151
0.0348,1.10184
0.03485,1.10216
0.0349,1.10248
0.03495,1.1028
0.035,1.10312
0.03505,1.10343
0.0351,1.10373
0.03515,1.10404
0.0352,1.10434
0.03525,1.10463
0.0353,1.10492
0.03535,1.10521
0.0354,1.10549
0.03545,1.10577
0.0355,1.10605
0.03555,1.10632
0.0356,1.10659
0.03565,1.10686
0.0357,1.10712
0.03575,1.10738
0.0358,1.10763
0.03585,1.10788
0.0359,1.10813
0.03595,1.10837
0.036,1.10861
0.03605,1.10884
0.0361,1.10908
0.03615,1.1093
0.0362,1.10953
0.03625,1.10975
0.0363,1.10996
0.03635,1.11018
0.0364,1.11038
0.03645,1.11059
0.0365,1.11079
0.03655,1.11099
0.0366,1.11118
0.03665,1.11137
0.0367,1.11156
0.03675,1.11174
0.0368,1.11192
0.03685,1.11209
0.0369,1.11227
0.03695,1.11243
0.037,1.1126
0.03705,1.11276
0.0371,1.11291
0.03715,1.11307
0.0372,1.11321
0.03725,1.11336
0.0373,1.1135
0.03735,1.11364
0.0374,1.11377
0.03745,1.1139
0.0375,1.11403
0.03755,1.11415
0.0376,1.11427
0.03765,1.11439
0.0377,1.1145
0.03775,1.1146
0.0378,1.11471
0.03785,1.11481
0.0379,1.11491
0.03795,1.115
0.038,1.11509
0.03805,1.11517
0.0381,1.11525
0.03815,1.11533
0.0382,1.11541
0.03825,1.11548
0.0383,1.11554
0.03835,1.11561
0.0384,1.11567
0.03845,1.11572
0.0385,1.11577
0.03855,1.11582
0.0386,1.11587
0.03865,1.11591
0.0387,1.11594
0.03875,1.11598
0.0388,1.11601
0.03885,1.11603
0.0389,1.11606
0.03895,1.11607
0.039,1.11609
0.03905,1.1161
0.0391,1.11611
0.03915,1.11611
0.0392,1.11611
0.03925,1.11611
0.0393,1.1161
0.03935,1.11609
0.0394,1.11607
0.03945,1.11606
0.0395,1.11603
0.03955,1.11601
0.0396,1.11598
0.03965,1.11595
0.0397,1.11591
0.03975,1.11587
0.0398,1.11582
0.03985,1.11578
0.0399,1.11572
0.03995,1.11567
0.04,1.11561
0.04005,1.11555
0.0401,1.11548
0.04015,1.11541
0.0402,1.11534
0.04025,1.11526
0.0403,1.11518
0.04035,1.11509
0.0404,1.11501
0.04045,1.11491
0.0405,1.11482
0.04055,1.11472
0.0406,1.11462
0.04065,1.11451
0.0407,1.1144
0.04075,1.11429
0.0408,1.11417
0.04085,1.11405
0.0409,1.11392
0.04095,1.11379
0.041,1.11366
0.04105,1.11353
0.0411,1.11339
0.04115,1.11324
0.0412,1.1131
0.04125,1.11295
0.0413,1.11279
0.04135,1.11263
0.0414,1.11247
0.04145,1.11231
0.0415,1.11214
0.04155,1.11197
0.0416,1.11179
0.04165,1.11161
0.0417,1.11143
0.04175,1.11124
0.0418,1.11105
0.04185,1.11086
0.0419,1.11066
0.04195,1.11046
0.042,1.11026
0.04205,1.11005
0.0421,1.10984
0.04215,1.10962
0.0422,1.1094
0.04225,1.10918
0.0423,1.10895
0.04235,1.10872
0.0424,1.10849
0.04245,1.10825
0.0425,1.10801
0.04255,1.10777
0.0426,1.10752
0.04265,1.10727
0.0427,1.10701
0.04275,1.10675
0.0428,1.10649
0.04285,1.10622
0.0429,1.10596
0.04295,1.10568
0.043,1.10541
0.04305,1.10513
0.0431,1.10484
0.04315,1.10455
0.0432,1.10426
0.04325,1.10397
0.0433,1.10367
0.04335,1.10337
0.0434,1.10306
0.04345,1.10276
0.0435,1.10244
0.04355,1.10213
0.0436,1.10181
0.04365,1.10149
0.0437,1.10116
0.04375,1.10083
0.0438,1.1005
0.04385,1.10016
0.0439,1.09982
0.04395,1.09947
0.044,1.09913
0.04405,1.09877
0.0441,1.09842
0.04415,1.09806
0.0442,1.0977
0.04425,1.09733
0.0443,1.09696
0.04435,1.09659
0.0444,1.09622
0.04445,1.09584
0.0445,1.09545
0.04455,1.09507
0.0446,1.09468
0.04465,1.09428
0.0447,1.09389
0.04475,1.09349
0.0448,1.09308
0.04485,1.09267
0.0449,1.09226
0.04495,1.09185
0.045,1.09143
0.04505,1.09101
0.0451,1.09058
0.04515,1.09016
0.0452,1.08972
0.04525,1.08929
0.0453,1.08885
0.04535,1.08841
0.0454,1.08796
0.04545,1.08751
0.0455,1.08706
0.04555,1.0866
0.0456,1.08614
0.04565,1.08568
0.0457,1.08521
0.04575,1.08474
0.0458,1.08427
0.04585,1.08379
0.0459,1.08331
0.04595,1.08283
0.046,1.08234
0.04605,1.08185
0.0461,1.08135
0.04615,1.08086
0.0462,1.08035
0.04625,1.07985
0.0463,1.07934
0.04635,1.07883
0.0464,1.07831
0.04645,1.0778
0.0465,1.07727
0.04655,1.07675
0.0466,1.07622
0.04665,1.07569
0.0467,1.07515
0.04675,1.07461
0.0468,1.07407
0.04685,1.07352
0.0469,1.07298
0.04695,1.07242
0.047,1.07187
0.04705,1.07131
0.0471,1.07074
0.04715,1.07018
0.0472,1.06961
0.04725,1.06904
0.0473,1.06846
0.04735,1.06788
0.0474,1.0673
0.04745,1.06671
0.0475,1.06612
0.04755,1.06553
0.0476,1.06493
0.04765,1.06433
0.0477,1.06373
0.04775,1.06312
0.0478,1.06251
0.04785,1.06189
0.0479,1.06128
0.04795,1.06066
0.048,1.06003
0.04805,1.05941
0.0481,1.05878
0.04815,1.05814
0.0482,1.05751
0.04825,1.05687
0.0483,1.05622
0.04835,1.05557
0.0484,1.05492
0.04845,1.05427
0.0485,1.05361
0.04855,1.05295
0.0486,1.05229
0.04865,1.05162
0.0487,1.05095
0.04875,1.05028
0.0488,1.0496
0.04885,1.04892
0.0489,1.04824
0.04895,1.04755
0.049,1.04686
0.04905,1.04617
0.0491,1.04547
0.04915,1.04477
0.0492,1.04407
0.04925,1.04336
0.0493,1.04265
0.04935,1.04194
0.0494,1.04122
0.04945,1.0405
0.0495,1.03978
0.04955,1.03905
0.0496,1.03832
0.04965,1.03759
0.0497,1.03685
0.04975,1.03611
0.0498,1.03537
0.04985,1.03463
0.0499,1.03388
0.04995,1.03312
0.05,1.03237
0.05005,1.03161
0.0501,1.03085
0.05015,1.03008
0.0502,1.02931
0.05025,1.02854
0.0503,1.02777
0.05035,1.02699
0.0504,1.02621
0.05045,1.02542
0.0505,1.02463
0.05055,1.02384
0.0506,1.02305
0.05065,1.02225
0.0507,1.02145
0.05075,1.02065
0.0508,1.01984
0.05085,1.01903
0.0509,1.01822
0.05095,1.0174
0.051,1.01658
0.05105,1.01576
0.0511,1.01493
0.05115,1.0141
0.0512,1.01327
0.05125,1.01243
0.0513,1.01159
0.05135,1.01075
0.0514,1.00991
0.05145,1.00906
0.0515,1.00821
0.05155,1.00735
0.0516,1.00649
0.05165,1.00563
0.0517,1.00477
0.05175,1.0039
0.0518,1.00303
0.05185,1.00216
0.0519,1.00128
0.05195,1.0004
0.052,0.99952
0.05205,0.99863
0.0521,0.99774
0.05215,0.99685
0.0522,0.99595
0.05225,0.99506
0.0523,0.99415
0.05235,0.99325
0.0524,0.99234
0.05245,0.99143
0.0525,0.99052
0.05255,0.9896
0.0526,0.98868
0.05265,0.98776
0.0527,0.98683
0.05275,0.9859
0.0528,0.98497
0.05285,0.98403
0.0529,0.98309
0.05295,0.98215
0.053,0.98121
0.05305,0.98026
0.0531,0.97931
0.05315,0.97835
0.0532,0.9774
0.05325,0.97644
0.0533,0.97547
0.05335,0.97451
0.0534,0.97354
0.05345,0.97257
0.0535,0.97159
0.05355,0.97061
0.0536,0.96963
0.05365,0.96865
0.0537,0.96766
0.05375,0.96667
0.0538,0.96568
0.05385,0.96468
0.0539,0.96368
0.05395,0.96268
0.054,0.96167
0.05405,0.96067
0.0541,0.95965
0.05415,0.95864
0.0542,0.95762
0.05425,0.9566
0.0543,0.95558
0.05435,0.95455
0.0544,0.95352
0.05445,0.95249
0.0545,0.95146
0.05455,0.95042
0.0546,0.94938
0.05465,0.94833
0.0547,0.94729
0.05475,0.94624
0.0548,0.94518
0.05485,0.94413
0.0549,0.94307
0.05495,0.94201
0.055,0.94094
0.05505,0.93988
0.0551,0.93881
0.05515,0.93773
0.0552,0.93666
0.05525,0.93558
0.0553,0.9345
0.05535,0.93341
0.0554,0.93232
0.05545,0.93123
0.0555,0.93014
0.05555,0.92904
0.0556,0.92794
0.05565,0.92684
0.0557,0.92574
0.05575,0.92463
0.0558,0.92352
0.05585,0.9224
0.0559,0.92129
0.05595,0.92017
0.056,0.91905
0.05605,0.91792
0.0561,0.91679
0.05615,0.91566
0.0562,0.91453
0.05625,0.91339
0.0563,0.91225
0.05635,0.91111
0.0564,0.90997
0.05645,0.90882
0.0565,0.90767
0.05655,0.90652
0.0566,0.90536
0.05665,0.9042
0.0567,0.90304
0.05675,0.90187
0.0568,0.90071
0.05685,0.89954
0.0569,0.89836
0.05695,0.89719
0.057,0.89601
0.05705,0.89483
0.0571,0.89365
0.05715,0.89246
0.0572,0.89127
0.05725,0.89008
0.0573,0.88888
0.05735,0.88768
0.0574,0.88648
0.05745,0.88528
0.0575,0.88407
0.05755,0.88287
0.0576,0.88165
0.05765,0.88044
0.0577,0.87922
0.05775,0.878
0.0578,0.87678
0.05785,0.87556
0.0579,0.87433
0.05795,0.8731
0.058,0.87186
0.05805,0.87063
0.0581,0.86939
0.05815,0.86815
0.0582,0.8669
0.05825,0.86566
0.0583,0.86441
0.05835,0.86316
0.0584,0.8619
0.05845,0.86064
0.0585,0.85938
0.05855,0.85812
0.0586,0.85686
0.05865,0.85559
0.0587,0.85432
0.05875,0.85305
0.0588,0.85177
0.05885,0.85049
0.0589,0.84921
0.05895,0.84793
0.059,0.84664
0.05905,0.84535
0.0591,0.84406
0.05915,0.84276
0.0592,0.84147
0.05925,0.84017
0.0593,0.83887
0.05935,0.83756
0.0594,0.83625
0.05945,0.83494
0.0595,0.83363
0.05955,0.83232
0.0596,0.831
0.05965,0.82968
0.0597,0.82836
0.05975,0.82703
0.0598,0.8257
0.05985,0.82437
0.0599,0.82304
0.05995,0.82171
0.06,0.82037
0.06005,0.81903
0.0601,0.81768
0.06015,0.81634
0.0602,0.81499
0.06025,0.81364
0.0603,0.81229
0.06035,0.81093
0.0604,0.80957
0.06045,0.80821
0.0605,0.80685
0.06055,0.80548
0.0606,0.80412
0.06065,0.80275
0.0607,0.80137
0.06075,0.8
0.0608,0.79862
0.06085,0.79724
0.0609,0.79585
0.06095,0.79447
0.061,0.79308
0.06105,0.79169
0.0611,0.7903
0.06115,0.7889
0.0612,0.78751
0.06125,0.78611
0.0613,0.7847
0.06135,0.7833
0.0614,0.78189
0.06145,0.78048
0.0615,0.77907
0.06155,0.77765
0.0616,0.77624
0.06165,0.77482
0.0617,0.7734
0.06175,0.77197
0.0618,0.77054
0.06185,0.76912
0.0619,0.76768
0.06195,0.76625
0.062,0.76481
0.06205,0.76338
0.0621,0.76194
0.06215,0.76049
0.0622,0.75905
0.06225,0.7576
0.0623,0.75615
0.06235,0.7547
0.0624,0.75324
0.06245,0.75178
0.0625,0.75032
0.06255,0.74886
0.0626,0.7474
0.06265,0.74593
0.0627,0.74446
0.06275,0.74299
0.0628,0.74152
0.06285,0.74004
0.0629,0.73856
0.06295,0.73708
0.063,0.7356
0.06305,0.73412
0.0631,0.73263
0.06315,0.73114
0.0632,0.72965
0.06325,0.72815
0.0633,0.72666
0.06335,0.72516
0.0634,0.72366
0.06345,0.72216
0.0635,0.72065
0.06355,0.71914
0.0636,0.71763
0.06365,0.71612
0.0637,0.71461
0.06375,0.71309
0.0638,0.71157
0.06385,0.71005
0.0639,0.70853
0.06395,0.707
0.064,0.70548
0.06405,0.70395
0.0641,0.70242
0.06415,0.70088
0.0642,0.69935
0.06425,0.69781
0.0643,0.69627
0.06435,0.69472
0.0644,0.69318
0.06445,0.69163
0.0645,0.69008
0.06455,0.68853
0.0646,0.68698
0.06465,0.68542
0.0647,0.68387
0.06475,0.68231
0.0648,0.68074
0.06485,0.67918
0.0649,0.67761
0.06495,0.67605
0.065,0.67448
0.06505,0.6729
0.0651,0.67133
0.06515,0.66975
0.0652,0.66817
0.06525,0.66659
0.0653,0.66501
0.06535,0.66343
0.0654,0.66184
0.06545,0.66025
0.0655,0.65866
0.06555,0.65707
0.0656,0.65547
0.06565,0.65387
0.0657,0.65228
0.06575,0.65067
0.0658,0.64907
0.06585,0.64747
0.0659,0.64586
0.06595,0.64425
0.066,0.64264
0.06605,0.64102
0.0661,0.63941
0.06615,0.63779
0.0662,0.63617
0.06625,0.63455
0.0663,0.63293
0.06635,0.6313
0.0664,0.62968
0.06645,0.62805
0.0665,0.62642
0.06655,0.62478
0.0666,0.62315
0.06665,0.62151
0.0667,0.61987
0.06675,0.61823
0.0668,0.61659
0.06685,0.61494
0.0669,0.6133
0.06695,0.61165
0.067,0.61
0.06705,0.60835
0.0671,0.60669
0.06715,0.60504
0.0672,0.60338
0.06725,0.60172
0.0673,0.60006
0.06735,0.59839
0.0674,0.59673
0.06745,0.59506
0.0675,0.59339
0.06755,0.59172
0.0676,0.59005
0.06765,0.58837
0.0677,0.58669
0.06775,0.58502
0.0678,0.58334
0.06785,0.58165
0.0679,0.57997
0.06795,0.57828
0.068,0.5766
0.06805,0.57491
0.0681,0.57322
0.06815,0.57152
0.0682,0.56983
0.06825,0.56813
0.0683,0.56643
0.06835,0.56473
0.0684,0.56303
0.06845,0.56133
0.0685,0.55962
0.06855,0.55791
0.0686,0.55621
0.06865,0.55449
0.0687,0.55278
0.06875,0.55107
0.0688,0.54935
0.06885,0.54763
0.0689,0.54591
0.06895,0.54419
0.069,0.54247
0.06905,0.54075
0.0691,0.53902
0.06915,0.53729
0.0692,0.53556
0.06925,0.53383
0.0693,0.5321
0.06935,0.53036
0.0694,0.52863
0.06945,0.52689
0.0695,0.52515
0.06955,0.52341
0.0696,0.52166
0.06965,0.51992
0.0697,0.51817
0.06975,0.51643
0.0698,0.51468
0.06985,0.51292
0.0699,0.51117
0.06995,0.50942
0.07,0.50766
0.07005,0.5059
0.0701,0.50414
0.07015,0.50238
0.0702,0.50062
0.07025,0.49886
0.0703,0.49709
